RSS            K Variance     Outer Scale    Diameter       Wind X         Wind Y         
11.708691      286.0243051    0.8960056      0.0175014      -0.183279      0.0168002      
11.6604825     286.0243051    0.8960056      0.0125014      -0.188279      0.0168002      
11.6817239     286.0243051    0.8960056      0.0125014      -0.183279      0.0218002      
11.637071      286.0243051    0.8960056      0.0125306      -0.1834365     0.0168295      
11.7093829     286.0243051    0.8960056      0.0175306      -0.1834365     0.0168295      
11.6614989     286.0243051    0.8960056      0.0125306      -0.1884365     0.0168295      
11.6823284     286.0243051    0.8960056      0.0125306      -0.1834365     0.0218295      
11.6370499     286.0243051    0.8960056      0.0125361      -0.1834665     0.0168351      
11.7095196     286.0243051    0.8960056      0.0175361      -0.1834665     0.0168351      
11.661697      286.0243051    0.8960056      0.0125361      -0.1884665     0.0168351      
11.6824483     286.0243051    0.8960056      0.0125361      -0.1834665     0.0218351      
11.6370461     286.0243051    0.8960056      0.0125372      -0.1834722     0.0168361      
11.7095461     286.0243051    0.8960056      0.0175372      -0.1834722     0.0168361      
11.6617353     286.0243051    0.8960056      0.0125372      -0.1884722     0.0168361      
11.6824716     286.0243051    0.8960056      0.0125372      -0.1834722     0.0218361      
11.6370453     286.0243051    0.8960056      0.0125374      -0.1834733     0.0168363      
11.7095512     286.0243051    0.8960056      0.0175374      -0.1834733     0.0168363      
11.6617427     286.0243051    0.8960056      0.0125374      -0.1884733     0.0168363      
11.6824761     286.0243051    0.8960056      0.0125374      -0.1834733     0.0218363      
11.6370452     286.0243051    0.8960056      0.0125375      -0.1834736     0.0168364      
11.7095522     286.0243051    0.8960056      0.0175375      -0.1834736     0.0168364      
11.6617441     286.0243051    0.8960056      0.0125375      -0.1884736     0.0168364      
11.6824769     286.0243051    0.8960056      0.0125375      -0.1834736     0.0218364      
11.6370452     286.0243051    0.8960056      0.0125375      -0.1834736     0.0168364      
11.7095524     286.0243051    0.8960056      0.0175375      -0.1834736     0.0168364      
11.6617444     286.0243051    0.8960056      0.0125375      -0.1884736     0.0168364      
11.6824771     286.0243051    0.8960056      0.0125375      -0.1834736     0.0218364      
11.6370452     286.0243051    0.8960056      0.0125375      -0.1834736     0.0168364      
11.7095524     286.0243051    0.8960056      0.0175375      -0.1834736     0.0168364      
11.6617444     286.0243051    0.8960056      0.0125375      -0.1884736     0.0168364      
11.6824771     286.0243051    0.8960056      0.0125375      -0.1834736     0.0218364      
11.6370452     286.0243051    0.8960056      0.0125375      -0.1834736     0.0168364      
11.7095524     286.0243051    0.8960056      0.0175375      -0.1834736     0.0168364      
11.6617445     286.0243051    0.8960056      0.0125375      -0.1884736     0.0168364      
11.6824771     286.0243051    0.8960056      0.0125375      -0.1834736     0.0218364      
11.6370452     286.0243051    0.8960056      0.0125375      -0.1834736     0.0168364      
11.7095524     286.0243051    0.8960056      0.0175375      -0.1834736     0.0168364      
11.6617445     286.0243051    0.8960056      0.0125375      -0.1884736     0.0168364      
11.6824771     286.0243051    0.8960056      0.0125375      -0.1834736     0.0218364      
11.6370452     286.0243051    0.8960056      0.0125375      -0.1834736     0.0168364      
11.7095524     286.0243051    0.8960056      0.0175375      -0.1834736     0.0168364      
11.6617445     286.0243051    0.8960056      0.0125375      -0.1884736     0.0168364      
11.6824771     286.0243051    0.8960056      0.0125375      -0.1834736     0.0218364      
11.6370452     286.0243051    0.8960056      0.0125375      -0.1834736     0.0168364      
11.7095524     286.0243051    0.8960056      0.0175375      -0.1834736     0.0168364      
11.6617445     286.0243051    0.8960056      0.0125375      -0.1884736     0.0168364      
11.6824771     286.0243051    0.8960056      0.0125375      -0.1834736     0.0218364      
11.6370452     286.0243051    0.8960056      0.0125375      -0.1834736     0.0168364      
11.7095524     286.0243051    0.8960056      0.0175375      -0.1834736     0.0168364      
11.6617445     286.0243051    0.8960056      0.0125375      -0.1884736     0.0168364      
11.6824771     286.0243051    0.8960056      0.0125375      -0.1834736     0.0218364      
11.6370452     286.0243051    0.8960056      0.0125375      -0.1834736     0.0168364      
11.7095524     286.0243051    0.8960056      0.0175375      -0.1834736     0.0168364      
11.6617445     286.0243051    0.8960056      0.0125375      -0.1884736     0.0168364      
11.6824771     286.0243051    0.8960056      0.0125375      -0.1834736     0.0218364      
